-------------------------------------------------------------------------------------------------------------------------------------------------
At. num | Ion Charge | El. Name      | Ground Shells (a)    | Ground Level        |      Ionization Energy (b) (eV)      | Uncertainty (c) (eV) |
     23 |        +10 | Vanadium      | [Ne].3s2.3p          | 2P*<1/2>            |     [254.8]                          |     0.4              |
     23 |        +11 | Vanadium      | [Ne].3s2             | 1S0                 |     [308.5]                          |     0.3              |
     23 |        +12 | Vanadium      | [Ne].3s              | 2S<1/2>             |     [336.274]                        |     0.006            |
     23 |        +13 | Vanadium      | 1s2.2s2.2p6          | 1S0                 |      896.0                           |     0.4              |
     23 |        +14 | Vanadium      | 1s2.2s2.2p5          | 2P*<3/2>            |     [977.2]                          |     1.3              |
     23 |        +15 | Vanadium      | 1s2.2s2.2p4          | 3P<2>               |    [1062.9]                          |     2.0              |
     23 |        +16 | Vanadium      | 1s2.2s2.2p3          | 4S*<3/2>            |    [1165.2]                          |     1.1              |
     23 |        +17 | Vanadium      | 1s2.2s2.2p2          | 3P0                 |    [1258.9]                          |     0.6              |
     23 |        +18 | Vanadium      | 1s2.2s2.2p           | 2P*<1/2>            |    [1354.2]                          |     0.5              |
     23 |        +19 | Vanadium      | 1s2.2s2              | 1S0                 |    [1486.7]                          |     0.5              |
     23 |        +20 | Vanadium      | 1s2.2s               | 2S<1/2>             |    (1569.656)                        |     0.007            |
     23 |        +21 | Vanadium      | 1s2                  | 1S0                 |    (6851.3109)                       |     0.0007           |
     23 |        +22 | Vanadium      | 1s                   | 2S<1/2>             |    (7246.12624)                      |     0.00014          |
     24 |          0 | Chromium      | [Ar].3d5.4s          | 7S<3>               |        6.76651                       |     0.00004          |
     24 |         +1 | Chromium      | [Ar].3d5             | 6S<5/2>             |       16.486305                      |     0.000015         |
     24 |         +2 | Chromium      | [Ar].3d4             | 5D0                 |       30.959                         |     0.025            |
     24 |         +3 | Chromium      | [Ar].3d3             | 4F<3/2>             |      [49.16]                         |     0.05             |
     24 |         +4 | Chromium      | [Ar].3d2             | 3F<2>               |      [69.46]                         |     0.04             |
     24 |         +5 | Chromium      | [Ar].3d              | 2D<3/2>             |       90.6349                        |     0.0007           |
     24 |         +6 | Chromium      | [Ne].3s2.3p6         | 1S0                 |     [160.29]                         |     0.06             |
     24 |         +7 | Chromium      | [Ne].3s2.3p5         | 2P*<3/2>            |     [184.76]                         |     0.15             |
     24 |         +8 | Chromium      | [Ne].3s2.3p4         | 3P<2>               |     [209.5]                          |     0.3              |
     24 |         +9 | Chromium      | [Ne].3s2.3p3         | 4S*<3/2>            |     [244.5]                          |     0.5              |
     24 |        +10 | Chromium      | [Ne].3s2.3p2         | 3P0                 |     [270.8]                          |     0.5              |
     24 |        +11 | Chromium      | [Ne].3s2.3p          | 2P*<1/2>            |     [296.7]                          |     0.6              |
     24 |        +12 | Chromium      | [Ne].3s2             | 1S0                 |     [354.7]                          |     0.3              |
     24 |        +13 | Chromium      | [Ne].3s              | 2S<1/2>             |     [384.163]                        |     0.006            |
     24 |        +14 | Chromium      | 1s2.2s2.2p6          | 1S0                 |    [1011.6]                          |     0.5              |
     24 |        +15 | Chromium      | 1s2.2s2.2p5          | 2P*<3/2>            |    [1097.2]                          |     1.4              |
     24 |        +16 | Chromium      | 1s2.2s2.2p4          | 3P<2>               |    [1188.0]                          |     2.1              |
     24 |        +17 | Chromium      | 1s2.2s2.2p3          | 4S*<3/2>            |    [1294.8]                          |     1.6              |
     24 |        +18 | Chromium      | 1s2.2s2.2p2          | 3P0                 |    [1394.5]                          |     0.7              |
     24 |        +19 | Chromium      | 1s2.2s2.2p           | 2P*<1/2>            |    [1495.1]                          |     0.7              |
     24 |        +20 | Chromium      | 1s2.2s2              | 1S0                 |    [1634.1]                          |     0.5              |
     24 |        +21 | Chromium      | 1s2.2s               | 2S<1/2>             |    (1721.183)                        |     0.007            |
     24 |        +22 | Chromium      | 1s2                  | 1S0                 |    (7481.8628)                       |     0.0007           |
     24 |        +23 | Chromium      | 1s                   | 2S<1/2>             |    (7894.80289)                      |     0.00019          |
     25 |          0 | Manganese     | [Ar].3d5.4s2         | 6S<5/2>             |        7.4340380                     |     0.0000012        |
     25 |         +1 | Manganese     | [Ar].3d5.4s          | 7S<3>               |       15.63999                       |     0.00007          |
     25 |         +2 | Manganese     | [Ar].3d5             | 6S<5/2>             |       33.668                         |     0.012            |
     25 |         +3 | Manganese     | [Ar].3d4             | 5D0                 |      [51.21]                         |     0.12             |
     25 |         +4 | Manganese     | [Ar].3d3             | 4F<3/2>             |      [72.41]                         |     0.10             |
     25 |         +5 | Manganese     | [Ar].3d2             | 3F<2>               |       95.604                         |     0.025            |
     25 |         +6 | Manganese     | [Ar].3d              | 2D<3/2>             |      119.203                         |     0.012            |
